Gene stable ID	Transcript stable ID	Transcription start site (TSS)	NCBI gene ID	RefSeq mRNA ID	Gene name	Chromosome/scaffold name	Strand
ENSG00000170430	ENST00000306010	129467184	4255	NM_002412	MGMT	10	1
ENSG00000188523	ENST00000343036	132410224	389799	NM_207417	CFAP77	9	1
ENSG00000188523	ENST00000393216	132410228	389799	NM_001282957	CFAP77	9	1
ENSG00000163444	ENST00000367242	203007386	92703	NM_138391	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	92703	NM_001322955	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	92703	NM_001322959	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	92703	NM_001322957	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	92703	NM_001322956	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	92703	NM_001322958	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	92703	NM_001349859	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	92703	NM_001349862	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	653659	NM_138391	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	653659	NM_001322955	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	653659	NM_001322959	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	653659	NM_001322957	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	653659	NM_001322956	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	653659	NM_001322958	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	653659	NM_001349859	TMEM183A	1	1
ENSG00000163444	ENST00000367242	203007386	653659	NM_001349862	TMEM183A	1	1
ENSG00000087995	ENST00000311506	62423867	339175	NM_181725	METTL2A	17	1
ENSG00000183185	ENST00000621172	98035304	200959	NM_001105580	GABRR3	3	-1
ENSG00000164920	ENST00000297565	98944442	116039	NM_001142462	OSR2	8	1
ENSG00000164920	ENST00000435298	98944458	116039	NM_053001	OSR2	8	1
ENSG00000164920	ENST00000457907	98944403	116039	NM_001286841	OSR2	8	1
ENSG00000198960	ENST00000361910	101618001	54470	NM_019007	ARMCX6	X	-1
ENSG00000198960	ENST00000538627	101618001	54470	NM_001009584	ARMCX6	X	-1
ENSG00000198960	ENST00000539247	101618001	54470	NM_001184768	ARMCX6	X	-1
ENSG00000136709	ENST00000322313	127811147	55339	NM_018383	WDR33	2	-1
ENSG00000136709	ENST00000393006	127811171	55339	NM_001006623	WDR33	2	-1
ENSG00000136709	ENST00000409658	127811171	55339	NM_001006622	WDR33	2	-1
ENSG00000006451	ENST00000005257	39623483	5898	NM_005402	RALA	7	1
ENSG00000111537	ENST00000229135	68159747	3458	NM_000619	IFNG	12	-1
ENSG00000123427	ENST00000300209	57772600	25895	NM_015433	EEF1AKMT3	12	1
ENSG00000123427	ENST00000333012	57772678	25895	NM_206914	EEF1AKMT3	12	1
ENSG00000225589	ENST00000420320	30708147	9656	NM_014641	MDC1	CHR_HSCHR6_MHC_DBB_CTG1	-1
ENSG00000112378	ENST00000421351	138107511	64065	NM_022121	PERP	6	-1
ENSG00000188322	ENST00000341901	28292519	388228	NM_001024401	SBK1	16	1
ENSG00000174136	ENST00000308234	98769295	285704	NM_001012761	RGMB	5	1
ENSG00000118369	ENST00000529308	78188907	57558	NM_020798	USP35	11	1
ENSG00000172379	ENST00000303329	80404351	9915	NM_014862	ARNT2	15	1
ENSG00000178177	ENST00000326877	18021876	254251	NM_153686	LCORL	4	-1
ENSG00000178177	ENST00000382226	18021860	254251	NM_001166139	LCORL	4	-1
ENSG00000273540	ENST00000635782	86143722	123624	NM_152336	AGBL1	15	1
ENSG00000198795	ENST00000361524	25352152	25925	NM_015461	ZNF521	18	-1
ENSG00000198795	ENST00000584787	25352148	25925	NM_001308225	ZNF521	18	-1
ENSG00000273513	ENST00000620247	37924415	101060351	NM_001291464	TBC1D3K	17	1
ENSG00000273513	ENST00000620247	37924415	102723859	NM_001291464	TBC1D3K	17	1
ENSG00000138175	ENST00000260746	102714407	403	NM_004311	ARL3	10	-1
ENSG00000181965	ENST00000314744	135535949	4762	NM_006161	NEUROG1	5	-1
ENSG00000114127	ENST00000264951	142448062	54464	NM_019001	XRN1	3	-1
ENSG00000114127	ENST00000392981	142447992	54464	NM_001282857	XRN1	3	-1
ENSG00000114127	ENST00000463916	142448010	54464	NM_001282859	XRN1	3	-1
ENSG00000214517	ENST00000328257	74171099	51400	NM_016147	PPME1	11	1
ENSG00000214517	ENST00000398427	74171322	51400	NM_001271593	PPME1	11	1
ENSG00000184599	ENST00000369630	112720419	284467	NM_001004440	FAM19A3	1	1
ENSG00000184599	ENST00000361886	112720577	284467	NM_182759	FAM19A3	1	1
ENSG00000065135	ENST00000369851	109548611	2773	NM_006496	GNAI3	1	1
ENSG00000204308	ENST00000375094	32178354	6048	NM_006913	RNF5	6	1
ENSG00000170854	ENST00000333396	97972457	84864	NM_001042533	RIOX2	3	-1
ENSG00000170854	ENST00000394198	97972451	84864	NM_153182	RIOX2	3	-1
ENSG00000170854	ENST00000360258	97972087	84864	NM_032778	RIOX2	3	-1
ENSG00000170854	ENST00000360258	97972087	84864	NM_001261829	RIOX2	3	-1
ENSG00000101251	ENST00000378072	13990616	80343	NM_001271539	SEL1L2	20	-1
ENSG00000276358	ENST00000617688	45490396	9842	NM_014798	PLEKHM1	CHR_HSCHR17_2_CTG5	-1
ENSG00000226182	ENST00000432009	31573530	7940	NM_205838	LST1	CHR_HSCHR6_MHC_COX_CTG1	1
ENSG00000226182	ENST00000434314	31573585	7940	NM_205839	LST1	CHR_HSCHR6_MHC_COX_CTG1	1
ENSG00000226182	ENST00000442052	31574105	7940	NM_205837	LST1	CHR_HSCHR6_MHC_COX_CTG1	1
ENSG00000226182	ENST00000422533	31574503	7940	NM_205840	LST1	CHR_HSCHR6_MHC_COX_CTG1	1
ENSG00000226182	ENST00000420676	31574606	7940	NM_001166538	LST1	CHR_HSCHR6_MHC_COX_CTG1	1
ENSG00000226182	ENST00000412623	31574606	7940	NM_007161	LST1	CHR_HSCHR6_MHC_COX_CTG1	1
ENSG00000127334	ENST00000344096	67648721	8445	NM_006482	DYRK2	12	1
ENSG00000127334	ENST00000393555	67648778	8445	NM_003583	DYRK2	12	1
ENSG00000134489	ENST00000256906	24460629	59340	NM_001160166	HRH4	18	1
ENSG00000134489	ENST00000256906	24460629	59340	NM_021624	HRH4	18	1
ENSG00000134489	ENST00000426880	24460729	59340	NM_001143828	HRH4	18	1
ENSG00000141759	ENST00000269601	79988593	10907	NM_001303471	TXNL4A	18	-1
ENSG00000141759	ENST00000269601	79988593	10907	NM_006701	TXNL4A	18	-1
ENSG00000141759	ENST00000269601	79988593	10907	NM_001305557	TXNL4A	18	-1
ENSG00000141759	ENST00000585474	80033949	10907	NM_001305564	TXNL4A	18	-1
ENSG00000141759	ENST00000592957	80033891	10907	NM_001305563	TXNL4A	18	-1
ENSG00000111911	ENST00000229633	125956781	135114	NM_138571	HINT3	6	1
ENSG00000185619	ENST00000362003	705765	10336	NM_006315	PCGF3	4	1
ENSG00000185619	ENST00000362003	705765	10336	NM_001317836	PCGF3	4	1
ENSG00000114315	ENST00000232424	194136145	3280	NM_005524	HES1	3	1
ENSG00000083845	ENST00000196551	58387269	6193	NM_001009	RPS5	19	1
ENSG00000159069	ENST00000325285	136944650	54461	NM_018998	FBXW5	9	-1
ENSG00000125337	ENST00000354419	168017873	3834	NM_030615	KIF25	6	1
ENSG00000125337	ENST00000351261	168017901	3834	NM_005355	KIF25	6	1
ENSG00000137817	ENST00000569795	72272621	56965	NM_001323515	PARP6	15	-1
ENSG00000137817	ENST00000569795	72272621	56965	NM_001323532	PARP6	15	-1
ENSG00000137817	ENST00000569795	72272621	56965	NM_001323531	PARP6	15	-1
ENSG00000137817	ENST00000569795	72272621	56965	NM_020214	PARP6	15	-1
ENSG00000137817	ENST00000569795	72272621	56965	NM_001323519	PARP6	15	-1
ENSG00000137817	ENST00000569795	72272621	56965	NM_001323525	PARP6	15	-1
ENSG00000137817	ENST00000569795	72272621	56965	NM_001323516	PARP6	15	-1
ENSG00000137817	ENST00000569795	72272621	56965	NM_001323521	PARP6	15	-1
ENSG00000137817	ENST00000569795	72272621	56965	NM_001323528	PARP6	15	-1
ENSG00000137817	ENST00000569795	72272621	56965	NM_001323523	PARP6	15	-1
ENSG00000137817	ENST00000569795	72272621	56965	NM_001323522	PARP6	15	-1
ENSG00000137817	ENST00000569795	72272621	56965	NM_001323524	PARP6	15	-1
ENSG00000137817	ENST00000569795	72272621	56965	NM_001323530	PARP6	15	-1
ENSG00000137817	ENST00000569795	72272621	56965	NM_001323526	PARP6	15	-1
ENSG00000186827	ENST00000379236	1214132	7293	NM_003327	TNFRSF4	1	-1
ENSG00000081177	ENST00000409018	69191511	55218	NM_001193360	EXD2	14	1
ENSG00000081177	ENST00000409018	69191511	55218	NM_001193361	EXD2	14	1
ENSG00000081177	ENST00000409675	69191555	55218	NM_018199	EXD2	14	1
ENSG00000081177	ENST00000312994	69191766	55218	NM_001193363	EXD2	14	1
ENSG00000081177	ENST00000312994	69191766	55218	NM_001193362	EXD2	14	1
ENSG00000235994	ENST00000538528	167976939		NM_001129895	AL049698.1	6	-1
ENSG00000089009	ENST00000202773	112409641	6128	NM_001320142	RPL6	12	-1
ENSG00000089009	ENST00000202773	112409641	6128	NM_001320138	RPL6	12	-1
ENSG00000089009	ENST00000202773	112409641	6128	NM_001320140	RPL6	12	-1
ENSG00000089009	ENST00000202773	112409641	6128	NM_000970	RPL6	12	-1
ENSG00000089009	ENST00000202773	112409641	6128	NM_001320139	RPL6	12	-1
ENSG00000089009	ENST00000202773	112409641	6128	NM_001320141	RPL6	12	-1
ENSG00000089009	ENST00000424576	112409596	6128	NM_001024662	RPL6	12	-1
ENSG00000089009	ENST00000424576	112409596	6128	NM_001320137	RPL6	12	-1
ENSG00000031081	ENST00000264245	119294373	57514	NM_020754	ARHGAP31	3	1
ENSG00000100580	ENST00000216468	77377109	283578	NM_213601	TMED8	14	-1
ENSG00000100580	ENST00000216468	77377109	283578	NM_001346134	TMED8	14	-1
ENSG00000100580	ENST00000216468	77377109	283578	NM_001346131	TMED8	14	-1
ENSG00000169926	ENST00000307145	31326855	51621	NM_015995	KLF13	15	1
ENSG00000091972	ENST00000473539	112333156	4345	NM_001004196	CD200	3	1
ENSG00000091972	ENST00000315711	112333156	4345	NM_005944	CD200	3	1
ENSG00000091972	ENST00000383681	112333178	4345	NM_001318830	CD200	3	1
ENSG00000091972	ENST00000383681	112333178	4345	NM_001318828	CD200	3	1
ENSG00000091972	ENST00000383681	112333178	4345	NM_001318826	CD200	3	1
ENSG00000145911	ENST00000274605	178113443	23138	NM_015111	N4BP3	5	1
ENSG00000165623	ENST00000378681	13234331	221044	NM_001303118	UCMA	10	-1
ENSG00000165623	ENST00000378681	13234331	221044	NM_145314	UCMA	10	-1
ENSG00000165623	ENST00000463405	13234334	221044	NM_001303119	UCMA	10	-1
ENSG00000006576	ENST00000422959	77798805	57157	NM_001127357	PHTF2	7	1
ENSG00000006576	ENST00000307305	77798805	57157	NM_020432	PHTF2	7	1
ENSG00000006576	ENST00000307305	77798805	57157	NM_001127358	PHTF2	7	1
ENSG00000006576	ENST00000415251	77798888	57157	NM_001127360	PHTF2	7	1
ENSG00000006576	ENST00000450574	77840130	57157	NM_001127359	PHTF2	7	1
ENSG00000186628	ENST00000334574	82806069	123722	NM_001007122	FSD2	15	-1
ENSG00000186628	ENST00000541889	82806054	123722	NM_001281805	FSD2	15	-1
ENSG00000186628	ENST00000541889	82806054	123722	NM_001281806	FSD2	15	-1
ENSG00000198131	ENST00000599227	58228594	27300	NM_001320791	ZNF544	19	1
ENSG00000198131	ENST00000599227	58228594	27300	NM_001320792	ZNF544	19	1
ENSG00000198131	ENST00000599227	58228594	27300	NM_001320788	ZNF544	19	1
ENSG00000198131	ENST00000597240	58228914	27300	NM_001320783	ZNF544	19	1
ENSG00000198131	ENST00000597240	58228914	27300	NM_001320776	ZNF544	19	1
ENSG00000198131	ENST00000597240	58228914	27300	NM_001320780	ZNF544	19	1
ENSG00000198131	ENST00000596825	58228975	27300	NM_001320789	ZNF544	19	1
ENSG00000198131	ENST00000596825	58228975	27300	NM_001320781	ZNF544	19	1
ENSG00000198131	ENST00000596652	58229465	27300	NM_001320769	ZNF544	19	1
ENSG00000198131	ENST00000596652	58229465	27300	NM_001320787	ZNF544	19	1
ENSG00000198131	ENST00000596652	58229465	27300	NM_001320774	ZNF544	19	1
ENSG00000198131	ENST00000596652	58229465	27300	NM_014480	ZNF544	19	1
ENSG00000198131	ENST00000596652	58229465	27300	NM_001320767	ZNF544	19	1
ENSG00000198131	ENST00000596652	58229465	27300	NM_001320777	ZNF544	19	1
ENSG00000198131	ENST00000596652	58229465	27300	NM_001320786	ZNF544	19	1
ENSG00000198131	ENST00000596652	58229465	27300	NM_001320785	ZNF544	19	1
ENSG00000198131	ENST00000600044	58229465	27300	NM_001320770	ZNF544	19	1
ENSG00000198131	ENST00000600220	58229465	27300	NM_001320773	ZNF544	19	1
ENSG00000198131	ENST00000600220	58229465	27300	NM_001320771	ZNF544	19	1
ENSG00000198131	ENST00000596929	58229465	27300	NM_001320782	ZNF544	19	1
ENSG00000196199	ENST00000361479	19633681	54737	NM_017520	MPHOSPH8	13	1
ENSG00000138109	ENST00000260682	94938671	1559	NM_000771	CYP2C9	10	1
ENSG00000110911	ENST00000262051	51026359	4891	NM_001174127	SLC11A2	12	-1
ENSG00000110911	ENST00000262051	51026359	4891	NM_001174126	SLC11A2	12	-1
ENSG00000110911	ENST00000262052	51026384	4891	NM_001174128	SLC11A2	12	-1
ENSG00000110911	ENST00000262052	51026384	4891	NM_000617	SLC11A2	12	-1
ENSG00000110911	ENST00000541174	51026141	4891	NM_001174129	SLC11A2	12	-1
ENSG00000110911	ENST00000545993	51009249	4891	NM_001174130	SLC11A2	12	-1
ENSG00000110911	ENST00000394904	51028275	4891	NM_001174125	SLC11A2	12	-1
ENSG00000167770	ENST00000538426	63986413	55611	NM_017670	OTUB1	11	1
ENSG00000100968	ENST00000413692	24366911	4776	NM_001136022	NFATC4	14	1
ENSG00000100968	ENST00000554591	24366939	4776	NM_001198967	NFATC4	14	1
ENSG00000100968	ENST00000554591	24366939	4776	NM_001320043	NFATC4	14	1
ENSG00000100968	ENST00000554050	24368020	4776	NM_001198965	NFATC4	14	1
ENSG00000100968	ENST00000250373	24368200	4776	NM_004554	NFATC4	14	1
ENSG00000100968	ENST00000553879	24369082	4776	NM_001198966	NFATC4	14	1
ENSG00000100968	ENST00000422617	24369153	4776	NM_001288802	NFATC4	14	1
ENSG00000133315	ENST00000255681	64166061	28992	NM_014067	MACROD1	11	-1
ENSG00000010404	ENST00000340855	149505347	3423	NM_001166550	IDS	X	-1
ENSG00000010404	ENST00000340855	149505347	3423	NM_000202	IDS	X	-1
ENSG00000010404	ENST00000370441	149505347	3423	NM_006123	IDS	X	-1
ENSG00000006695	ENST00000261643	14069529	1352	NM_001303	COX10	17	1
ENSG00000170448	ENST00000381538	47914616	152518	NM_152995	NFXL1	4	-1
ENSG00000170448	ENST00000507489	47914539	152518	NM_001278624	NFXL1	4	-1
ENSG00000170448	ENST00000329043	47914667	152518	NM_001278623	NFXL1	4	-1
ENSG00000117868	ENST00000251527	158829628	57488	NM_020728	ESYT2	7	-1
ENSG00000050820	ENST00000393422	75268053	9564	NM_001170715	BCAR1	16	-1
ENSG00000050820	ENST00000162330	75251609	9564	NM_001170721	BCAR1	16	-1
ENSG00000050820	ENST00000162330	75251609	9564	NM_014567	BCAR1	16	-1
ENSG00000050820	ENST00000535626	75265948	9564	NM_001170720	BCAR1	16	-1
ENSG00000050820	ENST00000538440	75266007	9564	NM_001170718	BCAR1	16	-1
ENSG00000050820	ENST00000418647	75266007	9564	NM_001170714	BCAR1	16	-1
ENSG00000050820	ENST00000542031	75248240	9564	NM_001170719	BCAR1	16	-1
ENSG00000050820	ENST00000420641	75266781	9564	NM_001170716	BCAR1	16	-1
ENSG00000050820	ENST00000393420	75251482	9564	NM_001170717	BCAR1	16	-1
ENSG00000120500	ENST00000307959	70268352	407	NM_004312	ARR3	X	1
ENSG00000213185	ENST00000368898	122879598	196792	NM_152644	FAM24B	10	-1
ENSG00000213185	ENST00000368896	122879605	196792	NM_001204364	FAM24B	10	-1
ENSG00000157800	ENST00000340308	140398457	84255	NM_032295	SLC37A3	7	-1
ENSG00000157800	ENST00000447932	140398502	84255	NM_001287498	SLC37A3	7	-1
ENSG00000157800	ENST00000326232	140398549	84255	NM_207113	SLC37A3	7	-1
ENSG00000187969	ENST00000339534	74304190	389874	NM_203303	ZCCHC13	X	1
ENSG00000188375	ENST00000340398	31792241	440093	NM_001013699	H3F3C	12	-1
ENSG00000167447	ENST00000300917	59210010	55181	NM_018149	SMG8	17	1
ENSG00000100150	ENST00000400242	31754069	9681	NM_001007188	DEPDC5	22	1
ENSG00000100150	ENST00000382112	31754852	9681	NM_001136029	DEPDC5	22	1
ENSG00000100150	ENST00000400248	31754863	9681	NM_014662	DEPDC5	22	1
ENSG00000100150	ENST00000400246	31754023	9681	NM_001242896	DEPDC5	22	1
ENSG00000100150	ENST00000535622	31753951	9681	NM_001242897	DEPDC5	22	1
ENSG00000145354	ENST00000273986	102868978	493856	NM_001008388	CISD2	4	1
ENSG00000187210	ENST00000376730	76459230	2650	NM_001490	GCNT1	9	1
ENSG00000187210	ENST00000444201	76459152	2650	NM_001097633	GCNT1	9	1
ENSG00000187210	ENST00000442371	76441666	2650	NM_001097636	GCNT1	9	1
ENSG00000187210	ENST00000442371	76441666	2650	NM_001097635	GCNT1	9	1
ENSG00000187210	ENST00000442371	76441666	2650	NM_001097634	GCNT1	9	1
ENSG00000235568	ENST00000329021	42432395	150372	NM_145912	NFAM1	22	-1
ENSG00000235568	ENST00000329021	42432395	150372	NM_001318323	NFAM1	22	-1
ENSG00000026025	ENST00000544301	17228259	7431	NM_003380	VIM	10	1
ENSG00000073578	ENST00000264932	218241	6389	NM_004168	SDHA	5	1
ENSG00000073578	ENST00000504309	218303	6389	NM_001330758	SDHA	5	1
ENSG00000073578	ENST00000510361	218318	6389	NM_001294332	SDHA	5	1
ENSG00000109184	ENST00000334635	51843063	23142	NM_001040402	DCUN1D4	4	1
ENSG00000109184	ENST00000334635	51843063	23142	NM_001287757	DCUN1D4	4	1
ENSG00000109184	ENST00000381441	51843063	23142	NM_015115	DCUN1D4	4	1
ENSG00000109184	ENST00000451288	51843579	23142	NM_001287755	DCUN1D4	4	1
ENSG00000104177	ENST00000324324	48178517	50804	NM_016132	MYEF2	15	-1
ENSG00000104177	ENST00000267836	48178353	50804	NM_001301210	MYEF2	15	-1
ENSG00000060749	ENST00000399302	32893178	79832	NM_001076786	QSER1	11	1
ENSG00000144230	ENST00000486700	127645994	2840	NM_001161417	GPR17	2	1
ENSG00000144230	ENST00000272644	127646172	2840	NM_005291	GPR17	2	1
ENSG00000144230	ENST00000544369	127645864	2840	NM_001161415	GPR17	2	1
ENSG00000144230	ENST00000544369	127645864	2840	NM_001161416	GPR17	2	1
ENSG00000138757	ENST00000395719	75673114	9908	NM_012297	G3BP2	4	-1
ENSG00000138757	ENST00000359707	75673969	9908	NM_203505	G3BP2	4	-1
ENSG00000138757	ENST00000357854	75673401	9908	NM_203504	G3BP2	4	-1
ENSG00000198833	ENST00000435041	89352848	51465	NM_016021	UBE2J1	6	-1
ENSG00000162521	ENST00000414241	32651142	5928	NM_001135255	RBBP4	1	1
ENSG00000162521	ENST00000373493	32651148	5928	NM_005610	RBBP4	1	1
ENSG00000162521	ENST00000458695	32651356	5928	NM_001135256	RBBP4	1	1
ENSG00000165280	ENST00000358901	35073249	7415	NM_007126	VCP	9	-1
ENSG00000114529	ENST00000264848	112086349	79669	NM_024616	C3orf52	3	1
ENSG00000114529	ENST00000431717	112086335	79669	NM_001171747	C3orf52	3	1
ENSG00000144306	ENST00000409673	174395745	79634	NM_001193528	SCRN3	2	1
ENSG00000144306	ENST00000272732	174395745	79634	NM_024583	SCRN3	2	1
ENSG00000085978	ENST00000392017	233251571	55054	NM_001190267	ATG16L1	2	1
ENSG00000085978	ENST00000392017	233251571	55054	NM_001190266	ATG16L1	2	1
ENSG00000085978	ENST00000392017	233251571	55054	NM_030803	ATG16L1	2	1
ENSG00000085978	ENST00000392020	233251706	55054	NM_017974	ATG16L1	2	1
ENSG00000085978	ENST00000347464	233251571	55054	NM_198890	ATG16L1	2	1
ENSG00000100207	ENST00000359486	42215442	6942	NM_005650	TCF20	22	-1
ENSG00000100207	ENST00000335626	42215440	6942	NM_181492	TCF20	22	-1
ENSG00000057935	ENST00000405592	42494569	57504	NM_001282755	MTA3	2	1
ENSG00000057935	ENST00000406652	42568045	57504	NM_001282756	MTA3	2	1
ENSG00000057935	ENST00000406652	42568045	57504	NM_001330443	MTA3	2	1
ENSG00000057935	ENST00000407270	42568517	57504	NM_020744	MTA3	2	1
ENSG00000057935	ENST00000405094	42568746	57504	NM_001330442	MTA3	2	1
ENSG00000171722	ENST00000367935	162376870	284680	NM_182581	SPATA46	1	-1
ENSG00000198929	ENST00000530878	162069774	9722	NM_001164757	NOS1AP	1	1
ENSG00000198929	ENST00000361897	162069776	9722	NM_014697	NOS1AP	1	1
ENSG00000198929	ENST00000493151	162362983	9722	NM_001126060	NOS1AP	1	1
ENSG00000139344	ENST00000266736	95943293	144193	NM_152435	AMDHD1	12	1
ENSG00000215375	ENST00000400159	677922	4636	NM_002477	MYL5	4	1
ENSG00000177302	ENST00000542570	18315007	7156	NM_004618	TOP3A	17	-1
ENSG00000177302	ENST00000542570	18315007	7156	NM_001320759	TOP3A	17	-1
ENSG00000005194	ENST00000394391	57447528	57019	NM_020313	CIAPIN1	16	-1
ENSG00000005194	ENST00000567518	57447419	57019	NM_001308347	CIAPIN1	16	-1
ENSG00000005194	ENST00000569370	57447406	57019	NM_001308358	CIAPIN1	16	-1
ENSG00000166840	ENST00000317391	58927701	92292	NM_001220496	GLYATL1	11	1
ENSG00000166840	ENST00000317391	58927701	92292	NM_001220494	GLYATL1	11	1
ENSG00000166840	ENST00000300079	58943249	92292	NM_080661	GLYATL1	11	1
ENSG00000162923	ENST00000414423	224434299	80232	NM_001115113	WDR26	1	-1
ENSG00000162923	ENST00000414423	224434299	80232	NM_025160	WDR26	1	-1
ENSG00000106785	ENST00000341469	98119198	9830	NM_014788	TRIM14	9	-1
ENSG00000106785	ENST00000342043	98119198	9830	NM_033219	TRIM14	9	-1
ENSG00000176547	ENST00000641889	48324941	256144	NM_001004702	OR4C3	11	1
ENSG00000052749	ENST00000315563	97401283	23223	NM_001284337	RRP12	10	-1
ENSG00000052749	ENST00000370992	97401370	23223	NM_015179	RRP12	10	-1
ENSG00000052749	ENST00000414986	97401370	23223	NM_001145114	RRP12	10	-1
ENSG00000168090	ENST00000303904	100088954	10980	NM_006833	COPS6	7	1
ENSG00000177675	ENST00000313599	7444185	283316	NM_174941	CD163L1	12	-1
ENSG00000177675	ENST00000416109	7444146	283316	NM_001297650	CD163L1	12	-1
ENSG00000269343	ENST00000442832	57830295	100293516	NM_001204818	ZNF587B	19	1
ENSG00000276464	ENST00000615241	76615056	22932	NM_152992	POMZP3	CHR_HSCHR7_2_CTG4_4	-1
ENSG00000276464	ENST00000619075	76615057	22932	NM_012230	POMZP3	CHR_HSCHR7_2_CTG4_4	-1
ENSG00000243955	ENST00000334575	52803910	2938	NM_145740	GSTA1	6	-1
ENSG00000243955	ENST00000334575	52803910	2938	NM_001319059	GSTA1	6	-1
ENSG00000166105	ENST00000431683	134276741	112937	NM_001080407	GLB1L3	11	1
ENSG00000172296	ENST00000399002	13008994	55304	NM_018327	SPTLC3	20	1
ENSG00000071677	ENST00000165524	237566574	51052	NM_015893	PRLH	2	1
ENSG00000126878	ENST00000247291	131096542	83543	NM_031426	AIF1L	9	1
ENSG00000126878	ENST00000372300	131096551	83543	NM_001185096	AIF1L	9	1
ENSG00000126878	ENST00000372309	131096476	83543	NM_001185095	AIF1L	9	1
ENSG00000166532	ENST00000535829	8697900	57494	NM_001297776	RIMKLB	12	1
ENSG00000166532	ENST00000538135	8699846	57494	NM_020734	RIMKLB	12	1
ENSG00000166532	ENST00000357529	8697922	57494	NM_001352271	RIMKLB	12	1
ENSG00000125508	ENST00000217188	63547504	6725	NM_080823	SRMS	20	-1
ENSG00000138587	ENST00000260453	56465137	55329	NM_018365	MNS1	15	-1
ENSG00000003056	ENST00000000412	8949955	4074	NM_002355	M6PR	12	-1
ENSG00000003056	ENST00000536844	8949761	4074	NM_001207024	M6PR	12	-1
ENSG00000144134	ENST00000393167	113627229	11159	NM_013412	RABL2A	2	1
ENSG00000144134	ENST00000393167	113627229	11159	NM_001354426	RABL2A	2	1
ENSG00000144134	ENST00000393167	113627229	11159	NM_001354416	RABL2A	2	1
ENSG00000144134	ENST00000393167	113627229	11159	NM_001354412	RABL2A	2	1
ENSG00000144134	ENST00000409842	113627240	11159	NM_001306161	RABL2A	2	1
ENSG00000144134	ENST00000409842	113627240	11159	NM_001354424	RABL2A	2	1
ENSG00000144134	ENST00000409842	113627240	11159	NM_001354421	RABL2A	2	1
ENSG00000144134	ENST00000393165	113627244	11159	NM_001306158	RABL2A	2	1
ENSG00000144134	ENST00000393165	113627244	11159	NM_001306159	RABL2A	2	1
ENSG00000144134	ENST00000393166	113627307	11159	NM_007082	RABL2A	2	1
ENSG00000144134	ENST00000409875	113627311	11159	NM_001306160	RABL2A	2	1
ENSG00000226372	ENST00000441525	27981449	139425	NM_001017930	DCAF8L1	X	-1
ENSG00000172348	ENST00000330430	46325668	10231	NM_005822	RCAN2	6	-1
ENSG00000172348	ENST00000371374	46491362	10231	NM_001251974	RCAN2	6	-1
ENSG00000172348	ENST00000306764	46491972	10231	NM_001251973	RCAN2	6	-1
ENSG00000170442	ENST00000423955	52274675	3892	NM_001320198	KRT86	12	1
ENSG00000108823	ENST00000344627	50166005	6442	NM_001135697	SGCA	17	1
ENSG00000108823	ENST00000262018	50166005	6442	NM_000023	SGCA	17	1
ENSG00000148484	ENST00000345264	16817528	6251	NM_012425	RSU1	10	-1
ENSG00000148484	ENST00000602389	16817454	6251	NM_152724	RSU1	10	-1
ENSG00000164066	ENST00000335251	127632932	27152	NM_015693	INTU	4	1
ENSG00000233312	ENST00000435500	31974678	100293534	NM_001242823	C4B_2	CHR_HSCHR6_MHC_SSTO_CTG1	1
ENSG00000204228	ENST00000374662	33204642	7923	NM_014234	HSD17B8	6	1
ENSG00000196767	ENST00000373200	83508250	5456	NM_000307	POU3F4	X	1
ENSG00000162747	ENST00000367964	161631963	2215	NM_000570	FCGR3B	1	-1
ENSG00000162747	ENST00000531221	161631206	2215	NM_001271035	FCGR3B	1	-1
ENSG00000162747	ENST00000531221	161631206	2215	NM_001244753	FCGR3B	1	-1
ENSG00000162747	ENST00000613418	161631047	2215	NM_001271036	FCGR3B	1	-1
ENSG00000162747	ENST00000614870	161631047	2215	NM_001271037	FCGR3B	1	-1
ENSG00000119397	ENST00000373850	121118469	11064	NM_001330762	CNTRL	9	1
ENSG00000119397	ENST00000238341	121088296	11064	NM_007018	CNTRL	9	1
ENSG00000146373	ENST00000521654	124962545	154214	NM_001286398	RNF217	6	1
ENSG00000146373	ENST00000359704	124983368	154214	NM_152553	RNF217	6	1
ENSG00000178015	ENST00000380007	95620078	285601	NM_199243	GPR150	5	1
ENSG00000101680	ENST00000389658	7117814	284217	NM_005559	LAMA1	18	-1
ENSG00000131015	ENST00000367351	149942000	80328	NM_025217	ULBP2	6	1
ENSG00000241404	ENST00000333845	32164583	80864	NM_030652	EGFL8	6	1
